0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
166.0,0.0,5.69,0.88,1.0,0.0,0.0,0.69,0.0,0.38,0.0,0.0,0.73,0.0,0.88,0.0,1.08,0.71,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
169.0,0.0,5.792999999999999,0.88,1.0,0.0,0.0,0.51,0.0,0.42,0.0,0.0,0.92,0.0,0.81,0.0,0.79,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
172.0,0.0,5.897,0.88,1.0,0.0,0.0,0.35,0.0,0.4,0.0,0.0,0.91,0.0,0.71,0.0,0.84,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175.0,0.0,6.0,0.88,1.0,0.0,0.0,0.97,0.0,0.42,0.0,0.01,1.04,0.0,0.59,0.0,0.97,0.44,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
178.0,0.0,6.103,0.88,1.0,0.0,0.0,0.82,0.0,0.44,0.0,0.03,1.07,0.0,0.6,0.0,0.98,0.17,0.0,0.0,0.05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
181.0,0.0,6.207000000000001,0.88,1.0,0.0,0.0,0.72,0.0,0.33,0.0,0.04,0.98,0.0,0.57,0.0,0.92,0.28,0.0,0.0,0.15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
184.0,0.0,6.31,0.88,1.0,0.0,0.0,0.55,0.0,0.13,0.0,0.1,0.75,0.0,0.44,0.0,0.93,0.3,0.0,0.04,0.03,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
187.0,0.0,6.414,0.88,1.0,0.0,0.0,0.49,0.0,0.13,0.0,0.06,0.75,0.0,0.5,0.0,0.91,0.19,0.0,0.04,0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
190.0,0.0,6.517,0.88,1.0,0.0,0.0,0.43,0.0,0.03,0.0,0.06,0.71,0.0,0.57,0.0,0.87,0.24,0.0,0.0,0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
193.0,0.0,6.621,0.88,1.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.72,0.0,0.53,0.0,0.86,0.29,0.0,0.0,0.04,0.07,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
196.0,0.0,6.724,0.98,1.0,0.0,0.0,0.73,0.0,0.06,0.0,0.01,0.64,0.0,0.67,0.0,0.88,0.4,0.1,0.12,0.39,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
199.0,0.0,6.827999999999999,0.88,1.0,0.0,0.0,0.28,0.0,0.46,0.0,0.03,0.88,0.0,0.74,0.0,1.3,0.58,0.24,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
202.0,0.0,6.931,0.88,1.0,0.0,0.0,0.11,0.0,0.42,0.0,0.02,0.9,0.0,0.81,0.0,1.38,0.61,0.3,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
205.0,0.0,7.034,0.98,1.0,0.0,0.0,0.03,0.0,0.39,0.0,0.0,0.96,0.0,0.68,0.0,1.11,0.56,0.25,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
208.0,0.0,7.138,0.98,1.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.97,0.0,0.82,0.0,1.04,0.63,0.27,0.01,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
211.0,0.0,7.2410000000000005,0.88,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.91,0.0,0.78,0.0,1.0,0.76,0.17,0.0,0.14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
214.0,0.0,7.345,0.98,1.0,0.0,0.0,0.0,0.0,0.34,0.0,0.08,0.79,0.0,0.63,0.0,0.69,0.79,0.01,0.25,0.13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
217.0,0.0,7.4479999999999995,0.98,1.0,0.0,0.0,0.03,0.0,0.47,0.0,0.09,0.63,0.0,0.65,0.0,0.53,0.59,0.04,0.56,0.28,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
220.0,0.0,7.5520000000000005,0.98,1.0,0.0,0.0,0.08,0.0,0.53,0.0,0.27,0.71,0.0,0.54,0.0,0.23,0.07,0.18,0.28,0.39,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
223.0,0.0,7.655,0.98,1.0,0.0,0.0,0.55,0.04,0.55,0.0,0.06,0.79,0.0,0.81,0.0,0.03,0.06,0.07,0.57,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
226.0,0.0,7.7589999999999995,0.88,1.0,0.0,0.0,0.78,0.0,0.26,0.0,0.0,0.91,0.12,0.91,0.0,0.0,0.0,0.0,0.89,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
229.0,0.0,7.862,0.93,1.0,0.0,0.0,0.55,0.01,0.15,0.0,0.0,1.05,0.09,0.9,0.0,0.01,0.0,0.0,0.93,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
232.0,0.0,7.966,0.93,1.0,0.0,0.0,0.75,0.1,0.1,0.0,0.0,1.07,0.04,1.08,0.0,0.05,0.0,0.0,1.14,0.77,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
235.0,0.0,8.068999999999999,0.93,1.0,0.0,0.0,1.1,0.0,0.07,0.0,0.0,0.82,0.0,1.19,0.0,0.0,0.0,0.0,0.99,0.6,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
238.0,0.0,8.172,0.88,1.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.78,0.0,0.92,0.0,0.0,0.0,0.0,0.99,0.11,0.45,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
241.0,0.0,8.276,0.88,1.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,1.2,0.07,1.17,0.01,0.22,0.0,0.0,1.04,0.25,0.72,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
244.0,0.0,8.379,0.88,1.0,0.0,0.0,0.83,0.0,0.07,0.0,0.0,1.26,0.13,0.89,0.07,0.53,0.0,0.0,0.81,0.36,0.76,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
247.0,0.0,8.482999999999999,0.88,1.0,0.0,0.0,0.82,0.0,0.06,0.0,0.0,0.8,0.24,1.12,0.03,0.69,0.0,0.0,0.57,0.37,0.61,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
250.0,0.0,8.586,0.88,1.0,0.0,0.0,0.92,0.0,0.16,0.0,0.0,0.59,0.08,1.19,0.14,0.61,0.0,0.0,0.5,0.68,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
253.0,0.0,8.69,0.88,1.0,0.0,0.0,0.78,0.0,0.24,0.0,0.0,0.59,0.15,1.17,0.11,0.76,0.0,0.0,0.65,0.6,0.15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
256.0,0.0,8.793,0.88,1.0,0.0,0.0,0.98,0.0,0.16,0.0,0.0,0.64,0.16,1.19,0.06,0.38,0.0,0.0,0.57,0.37,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
259.0,0.0,8.897,0.88,1.0,0.0,0.0,0.84,0.0,0.05,0.0,0.0,0.55,0.0,0.79,0.03,0.02,0.0,0.0,0.51,0.9,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
